year,make,model,status,pdf_year
2012,Scion,TC,missing,
2013,Scion,TC,missing,
2014,Scion,TC,missing,
2015,Scion,TC,missing,
2016,Scion,TC,missing,
2004,Scion,XA,missing,
2005,Scion,XA,missing,
2006,Scion,XA,missing,
2004,Scion,XB,missing,
2005,Scion,XB,missing,
2006,Scion,XB,missing,
2008,Scion,XB,missing,
2009,Scion,XB,missing,
2010,Scion,XB,missing,
2011,Scion,XB,missing,
2012,Scion,XB,missing,
2013,Scion,XB,missing,
2014,Scion,XB,missing,
2015,Scion,XB,missing,
2008,Scion,XD,missing,
2009,Scion,XD,missing,
2010,Scion,XD,missing,
2011,Scion,XD,missing,
2012,Scion,XD,missing,
2013,Scion,XD,missing,
2014,Scion,XD,missing,
2019,Smart,EQ Fortwo,missing,
2013,Smart,Fortwo Electric Drive,missing,
2014,Smart,Fortwo Electric Drive,missing,
2015,Smart,Fortwo Electric Drive,missing,
2016,Smart,Fortwo Electric Drive,missing,
2017,Smart,Fortwo Electric Drive,missing,
2018,Smart,Fortwo Electric Drive,missing,
2006,Subaru,B9 Tribeca,missing,
2007,Subaru,B9 Tribeca,missing,
2013,Subaru,BRZ,missing,
2014,Subaru,BRZ,missing,
2015,Subaru,BRZ,missing,
2016,Subaru,BRZ,missing,
2017,Subaru,BRZ,missing,
2018,Subaru,BRZ,missing,
2019,Subaru,BRZ,missing,
2020,Subaru,BRZ,missing,
2022,Subaru,BRZ,missing,
2023,Subaru,BRZ,missing,
2024,Subaru,BRZ,missing,
2025,Subaru,BRZ,missing,
2003,Subaru,Baja,missing,
2004,Subaru,Baja,missing,
2005,Subaru,Baja,missing,
2006,Subaru,Baja,missing,
2016,Subaru,Crosstrek Hybrid,missing,
2019,Subaru,Crosstrek Hybrid,missing,
2020,Subaru,Crosstrek Hybrid,missing,
2021,Subaru,Crosstrek Hybrid,missing,
2022,Subaru,Crosstrek Hybrid,missing,
2023,Subaru,Crosstrek Hybrid,missing,
2000,Subaru,Impreza,missing,
2001,Subaru,Impreza,missing,
2002,Subaru,Impreza,missing,
2003,Subaru,Impreza,missing,
2004,Subaru,Impreza,missing,
2005,Subaru,Impreza,missing,
2006,Subaru,Impreza,missing,
2007,Subaru,Impreza,missing,
2008,Subaru,Impreza,missing,
2009,Subaru,Impreza,missing,
2010,Subaru,Impreza,missing,
2011,Subaru,Impreza,missing,
2012,Subaru,Impreza,missing,
2013,Subaru,Impreza,missing,
2014,Subaru,Impreza,missing,
2023,Subaru,Impreza,missing,
2025,Subaru,Impreza,missing,
2001,Subaru,Impreza Outback Sport,missing,
2002,Subaru,Impreza Outback Sport,missing,
2003,Subaru,Impreza Outback Sport,missing,
2004,Subaru,Impreza Outback Sport,missing,
2005,Subaru,Impreza Outback Sport,missing,
2006,Subaru,Impreza Outback Sport,missing,
2007,Subaru,Impreza Outback Sport,missing,
2008,Subaru,Impreza Outback Sport,missing,
2009,Subaru,Impreza Outback Sport,missing,
2010,Subaru,Impreza Outback Sport,missing,
2011,Subaru,Impreza Outback Sport,missing,
2013,Subaru,Impreza WRX,missing,
2014,Subaru,Impreza WRX,missing,
2004,Subaru,Impreza WRX STI,missing,
2005,Subaru,Impreza WRX STI,missing,
2006,Subaru,Impreza WRX STI,missing,
2007,Subaru,Impreza WRX STI,missing,
2008,Subaru,Impreza WRX STI,missing,
2009,Subaru,Impreza WRX STI,missing,
2010,Subaru,Impreza WRX STI,missing,
2011,Subaru,Impreza WRX STI,missing,
2012,Subaru,Impreza WRX STI,missing,
2004,Subaru,Legacy,missing,
2000,Subaru,Outback,missing,
2001,Subaru,Outback,missing,
2002,Subaru,Outback,missing,
2003,Subaru,Outback,missing,
2004,Subaru,Outback,missing,
2005,Subaru,Outback,missing,
2018,Subaru,Outback,missing,
2019,Subaru,STI S209,missing,
2015,Subaru,WRX,missing,
2016,Subaru,WRX,missing,
2017,Subaru,WRX,missing,
2018,Subaru,WRX,missing,
2019,Subaru,WRX,missing,
2020,Subaru,WRX,missing,
2021,Subaru,WRX,missing,
2022,Subaru,WRX,missing,
2023,Subaru,WRX,missing,
2024,Subaru,WRX,missing,
2025,Subaru,WRX,missing,
2015,Subaru,WRX STI,missing,
2016,Subaru,WRX STI,missing,
2017,Subaru,WRX STI,missing,
2018,Subaru,WRX STI,missing,
2019,Subaru,WRX STI,missing,
2020,Subaru,WRX STI,missing,
2021,Subaru,WRX STI,missing,
2013,Subaru,XV Crosstrek,missing,
2014,Subaru,XV Crosstrek,missing,
2015,Subaru,XV Crosstrek,missing,
2014,Subaru,XV Crosstrek Hybrid,missing,
2015,Subaru,XV Crosstrek Hybrid,missing,
2002,Suzuki,Aerio,missing,
2003,Suzuki,Aerio,missing,
2004,Suzuki,Aerio,missing,
2005,Suzuki,Aerio,missing,
2006,Suzuki,Aerio,missing,
2007,Suzuki,Aerio,missing,
2002,Suzuki,Aerio SX,missing,
2003,Suzuki,Aerio SX,missing,
2004,Suzuki,Aerio SX,missing,
2005,Suzuki,Aerio SX,missing,
2006,Suzuki,Aerio SX,missing,
2009,Suzuki,Equator,missing,
2010,Suzuki,Equator,missing,
2011,Suzuki,Equator,missing,
2012,Suzuki,Equator,missing,
2000,Suzuki,Esteem,missing,
2001,Suzuki,Esteem,missing,
2002,Suzuki,Esteem,missing,
2004,Suzuki,Forenza,missing,
2005,Suzuki,Forenza,missing,
2006,Suzuki,Forenza,missing,
2007,Suzuki,Forenza,missing,
2008,Suzuki,Forenza,missing,
2000,Suzuki,Grand Vitara,missing,
2001,Suzuki,Grand Vitara,missing,
2002,Suzuki,Grand Vitara,missing,
2003,Suzuki,Grand Vitara,missing,
2004,Suzuki,Grand Vitara,missing,
2005,Suzuki,Grand Vitara,missing,
2006,Suzuki,Grand Vitara,missing,
2007,Suzuki,Grand Vitara,missing,
2008,Suzuki,Grand Vitara,missing,
2009,Suzuki,Grand Vitara,missing,
2010,Suzuki,Grand Vitara,missing,
2011,Suzuki,Grand Vitara,missing,
2012,Suzuki,Grand Vitara,missing,
2013,Suzuki,Grand Vitara,missing,
2001,Suzuki,Grand Vitara XL 7,missing,
2010,Suzuki,Kizashi,missing,
2011,Suzuki,Kizashi,missing,
2012,Suzuki,Kizashi,missing,
2013,Suzuki,Kizashi,missing,
2005,Suzuki,Reno,missing,
2006,Suzuki,Reno,missing,
2007,Suzuki,Reno,missing,
2008,Suzuki,Reno,missing,
2000,Suzuki,Swift,missing,
2001,Suzuki,Swift,missing,
2004,Suzuki,Verona,missing,
2005,Suzuki,Verona,missing,
2006,Suzuki,Verona,missing,
2000,Suzuki,Vitara,missing,
2001,Suzuki,Vitara,missing,
2002,Suzuki,Vitara,missing,
2003,Suzuki,Vitara,missing,
2004,Suzuki,Vitara V6,missing,
2002,Suzuki,XL 7,missing,
2003,Suzuki,XL 7,missing,
2004,Suzuki,XL 7,missing,
2005,Suzuki,XL 7,missing,
2006,Suzuki,XL 7,missing,
2007,Suzuki,XL7,missing,
2008,Suzuki,XL7,missing,
2009,Suzuki,XL7,missing,
2017,Tesla,Model 3,missing,
2018,Tesla,Model 3,missing,
2019,Tesla,Model 3,missing,
2025,Tesla,Model 3,missing,
2012,Tesla,Model S,missing,
2013,Tesla,Model S,missing,
2014,Tesla,Model S,missing,
2016,Tesla,Model S,missing,
2017,Tesla,Model S,missing,
2018,Tesla,Model S,missing,
2019,Tesla,Model S,missing,
2024,Tesla,Model S,missing,
2025,Tesla,Model S,missing,
2016,Tesla,Model X,missing,
2018,Tesla,Model X,missing,
2019,Tesla,Model X,missing,
2024,Tesla,Model X,missing,
2025,Tesla,Model X,missing,
2024,Tesla,Model Y,missing,
2025,Tesla,Model Y,missing,
2008,Tesla,Roadster,missing,
2010,Tesla,Roadster,missing,
2011,Tesla,Roadster,missing,
2016,Toyota,4runner,missing,
2017,Toyota,4runner,missing,
2013,Toyota,Avalon Hybrid,missing,
2014,Toyota,Avalon Hybrid,missing,
2015,Toyota,Avalon Hybrid,missing,
2016,Toyota,Avalon Hybrid,missing,
2017,Toyota,Avalon Hybrid,missing,
2018,Toyota,Avalon Hybrid,missing,
2019,Toyota,Avalon Hybrid,missing,
2020,Toyota,Avalon Hybrid,missing,
2021,Toyota,Avalon Hybrid,missing,
2022,Toyota,Avalon Hybrid,missing,
2007,Toyota,Camry Hybrid,missing,
2008,Toyota,Camry Hybrid,missing,
2009,Toyota,Camry Hybrid,missing,
2010,Toyota,Camry Hybrid,missing,
2011,Toyota,Camry Hybrid,missing,
2012,Toyota,Camry Hybrid,missing,
2013,Toyota,Camry Hybrid,missing,
2014,Toyota,Camry Hybrid,missing,
2015,Toyota,Camry Hybrid,missing,
2016,Toyota,Camry Hybrid,missing,
2017,Toyota,Camry Hybrid,missing,
2018,Toyota,Camry Hybrid,missing,
2019,Toyota,Camry Hybrid,missing,
2020,Toyota,Camry Hybrid,missing,
2021,Toyota,Camry Hybrid,missing,
2022,Toyota,Camry Hybrid,missing,
2023,Toyota,Camry Hybrid,missing,
2024,Toyota,Camry Hybrid,missing,
2000,Toyota,Camry Solara,missing,
2001,Toyota,Camry Solara,missing,
2002,Toyota,Camry Solara,missing,
2003,Toyota,Camry Solara,missing,
2004,Toyota,Camry Solara,missing,
2005,Toyota,Camry Solara,missing,
2006,Toyota,Camry Solara,missing,
2007,Toyota,Camry Solara,missing,
2008,Toyota,Camry Solara,missing,
2000,Toyota,Celica,missing,
2001,Toyota,Celica,missing,
2002,Toyota,Celica,missing,
2003,Toyota,Celica,missing,
2004,Toyota,Celica,missing,
2005,Toyota,Celica,missing,
2023,Toyota,Corolla Cross Hybrid,missing,
2024,Toyota,Corolla Cross Hybrid,missing,
2019,Toyota,Corolla Hatchback,missing,
2020,Toyota,Corolla Hatchback,missing,
2021,Toyota,Corolla Hatchback,missing,
2022,Toyota,Corolla Hatchback,missing,
2023,Toyota,Corolla Hatchback,missing,
2024,Toyota,Corolla Hatchback,missing,
2025,Toyota,Corolla Hatchback,missing,
2020,Toyota,Corolla Hybrid,missing,
2021,Toyota,Corolla Hybrid,missing,
2022,Toyota,Corolla Hybrid,missing,
2023,Toyota,Corolla Hybrid,missing,
2024,Toyota,Corolla Hybrid,missing,
2017,Toyota,Corolla IM,missing,
2018,Toyota,Corolla IM,missing,
2023,Toyota,Crown,missing,
2024,Toyota,Crown,missing,
2025,Toyota,Crown,missing,
2025,Toyota,Crown Signia,missing,
2000,Toyota,Echo,missing,
2001,Toyota,Echo,missing,
2002,Toyota,Echo,missing,
2003,Toyota,Echo,missing,
2004,Toyota,Echo,missing,
2005,Toyota,Echo,missing,
2023,Toyota,GR Corolla,missing,
2024,Toyota,GR Corolla,missing,
2025,Toyota,GR Corolla,missing,
2023,Toyota,GR Supra,missing,
2024,Toyota,GR Supra,missing,
2025,Toyota,GR Supra,missing,
2022,Toyota,Gr86,missing,
2023,Toyota,Gr86,missing,
2024,Toyota,Gr86,missing,
2025,Toyota,Gr86,missing,
2024,Toyota,Grand Highlander Hybrid,missing,
2006,Toyota,Highlander Hybrid,missing,
2007,Toyota,Highlander Hybrid,missing,
2008,Toyota,Highlander Hybrid,missing,
2009,Toyota,Highlander Hybrid,missing,
2010,Toyota,Highlander Hybrid,missing,
2011,Toyota,Highlander Hybrid,missing,
2012,Toyota,Highlander Hybrid,missing,
2013,Toyota,Highlander Hybrid,missing,
2014,Toyota,Highlander Hybrid,missing,
2015,Toyota,Highlander Hybrid,missing,
2016,Toyota,Highlander Hybrid,missing,
2017,Toyota,Highlander Hybrid,missing,
2018,Toyota,Highlander Hybrid,missing,
2019,Toyota,Highlander Hybrid,missing,
2020,Toyota,Highlander Hybrid,missing,
2021,Toyota,Highlander Hybrid,missing,
2022,Toyota,Highlander Hybrid,missing,
2023,Toyota,Highlander Hybrid,missing,
2024,Toyota,Highlander Hybrid,missing,
2000,Toyota,MR2 Spyder,missing,
2001,Toyota,MR2 Spyder,missing,
2002,Toyota,MR2 Spyder,missing,
2003,Toyota,MR2 Spyder,missing,
2004,Toyota,MR2 Spyder,missing,
2005,Toyota,MR2 Spyder,missing,
2003,Toyota,Matrix,missing,
2012,Toyota,Prius C,missing,
2013,Toyota,Prius C,missing,
2014,Toyota,Prius C,missing,
2015,Toyota,Prius C,missing,
2016,Toyota,Prius C,missing,
2017,Toyota,Prius C,missing,
2018,Toyota,Prius C,missing,
2019,Toyota,Prius C,missing,
2012,Toyota,Prius Plug IN,missing,
2013,Toyota,Prius Plug IN,missing,
2014,Toyota,Prius Plug IN,missing,
2015,Toyota,Prius Plug IN,missing,
2025,Toyota,Prius Plug IN Hybrid,missing,
2017,Toyota,Prius Prime,missing,
2018,Toyota,Prius Prime,missing,
2019,Toyota,Prius Prime,missing,
2020,Toyota,Prius Prime,missing,
2021,Toyota,Prius Prime,missing,
2022,Toyota,Prius Prime,missing,
2023,Toyota,Prius Prime,missing,
2024,Toyota,Prius Prime,missing,
2012,Toyota,Prius V,missing,
2013,Toyota,Prius V,missing,
2014,Toyota,Prius V,missing,
2015,Toyota,Prius V,missing,
2016,Toyota,Prius V,missing,
2017,Toyota,Prius V,missing,
2002,Toyota,Rav4 EV,missing,
2012,Toyota,Rav4 EV,missing,
2013,Toyota,Rav4 EV,missing,
2014,Toyota,Rav4 EV,missing,
2016,Toyota,Rav4 Hybrid,missing,
2017,Toyota,Rav4 Hybrid,missing,
2018,Toyota,Rav4 Hybrid,missing,
2019,Toyota,Rav4 Hybrid,missing,
2020,Toyota,Rav4 Hybrid,missing,
2021,Toyota,Rav4 Hybrid,missing,
2022,Toyota,Rav4 Hybrid,missing,
2023,Toyota,Rav4 Hybrid,missing,
2024,Toyota,Rav4 Hybrid,missing,
2025,Toyota,Rav4 Plug IN Hybrid,missing,
2021,Toyota,Rav4 Prime,missing,
2022,Toyota,Rav4 Prime,missing,
2023,Toyota,Rav4 Prime,missing,
2024,Toyota,Rav4 Prime,missing,
2000,Toyota,Tacoma,missing,
2013,Toyota,Tacoma,missing,
2025,Toyota,Tacoma 2WD,missing,
2025,Toyota,Tacoma 4WD,missing,
2025,Toyota,Tundra 2WD,missing,
2025,Toyota,Tundra 4WD,missing,
2022,Toyota,Tundra Hybrid,missing,
2023,Toyota,Tundra Hybrid,missing,
2024,Toyota,Tundra Hybrid,missing,
2009,Toyota,Venza,missing,
2010,Toyota,Venza,missing,
2011,Toyota,Venza,missing,
2012,Toyota,Venza,missing,
2013,Toyota,Venza,missing,
2014,Toyota,Venza,missing,
2015,Toyota,Venza,missing,
2007,Toyota,Yaris,missing,
2017,Toyota,Yaris IA,missing,
2018,Toyota,Yaris IA,missing,
2019,Toyota,Yaris Sedan,missing,
2020,Toyota,Yaris Sedan,missing,
2020,Volkswagen,Atlas Cross Sport,missing,
2021,Volkswagen,Atlas Cross Sport,missing,
2022,Volkswagen,Atlas Cross Sport,missing,
2023,Volkswagen,Atlas Cross Sport,missing,
2024,Volkswagen,Atlas Cross Sport,missing,
2025,Volkswagen,Atlas Cross Sport,missing,
2000,Volkswagen,Cabrio,missing,
2001,Volkswagen,Cabrio,missing,
2002,Volkswagen,Cabrio,missing,
2015,Volkswagen,E Golf,missing,
2016,Volkswagen,E Golf,missing,
2017,Volkswagen,E Golf,missing,
2018,Volkswagen,E Golf,missing,
2019,Volkswagen,E Golf,missing,
2016,Volkswagen,EOS,missing,
2000,Volkswagen,Eurovan,missing,
2001,Volkswagen,Eurovan,missing,
2002,Volkswagen,Eurovan,missing,
2003,Volkswagen,Eurovan,missing,
2008,Volkswagen,GLI,missing,
2009,Volkswagen,GLI,missing,
2000,Volkswagen,GTI,missing,
2001,Volkswagen,GTI,missing,
2002,Volkswagen,GTI,missing,
2003,Volkswagen,GTI,missing,
2004,Volkswagen,GTI,missing,
2005,Volkswagen,GTI,missing,
2006,Volkswagen,GTI,missing,
2007,Volkswagen,GTI,missing,
2008,Volkswagen,GTI,missing,
2009,Volkswagen,GTI,missing,
2010,Volkswagen,GTI,missing,
2011,Volkswagen,GTI,missing,
2012,Volkswagen,GTI,missing,
2013,Volkswagen,GTI,missing,
2014,Volkswagen,GTI,missing,
2017,Volkswagen,Golf Alltrack,missing,
2018,Volkswagen,Golf Alltrack,missing,
2019,Volkswagen,Golf Alltrack,missing,
2015,Volkswagen,Golf GTI,missing,
2016,Volkswagen,Golf GTI,missing,
2017,Volkswagen,Golf GTI,missing,
2018,Volkswagen,Golf GTI,missing,
2019,Volkswagen,Golf GTI,missing,
2020,Volkswagen,Golf GTI,missing,
2021,Volkswagen,Golf GTI,missing,
2022,Volkswagen,Golf GTI,missing,
2023,Volkswagen,Golf GTI,missing,
2024,Volkswagen,Golf GTI,missing,
2025,Volkswagen,Golf GTI,missing,
2012,Volkswagen,Golf R,missing,
2013,Volkswagen,Golf R,missing,
2015,Volkswagen,Golf R,missing,
2016,Volkswagen,Golf R,missing,
2017,Volkswagen,Golf R,missing,
2018,Volkswagen,Golf R,missing,
2019,Volkswagen,Golf R,missing,
2022,Volkswagen,Golf R,missing,
2023,Volkswagen,Golf R,missing,
2024,Volkswagen,Golf R,missing,
2025,Volkswagen,Golf R,missing,
2015,Volkswagen,Golf Sportwagen,missing,
2016,Volkswagen,Golf Sportwagen,missing,
2017,Volkswagen,Golf Sportwagen,missing,
2018,Volkswagen,Golf Sportwagen,missing,
2019,Volkswagen,Golf Sportwagen,missing,
2025,Volkswagen,ID Buzz,missing,
2019,Volkswagen,Jetta GLI,missing,
2020,Volkswagen,Jetta GLI,missing,
2021,Volkswagen,Jetta GLI,missing,
2022,Volkswagen,Jetta GLI,missing,
2023,Volkswagen,Jetta GLI,missing,
2024,Volkswagen,Jetta GLI,missing,
2025,Volkswagen,Jetta GLI,missing,
2013,Volkswagen,Jetta Hybrid,missing,
2014,Volkswagen,Jetta Hybrid,missing,
2015,Volkswagen,Jetta Hybrid,missing,
2016,Volkswagen,Jetta Hybrid,missing,
2011,Volkswagen,Jetta Sportwagen,missing,
2012,Volkswagen,Jetta Sportwagen,missing,
2013,Volkswagen,Jetta Sportwagen,missing,
2014,Volkswagen,Jetta Sportwagen,missing,
2000,Volkswagen,NEW Beetle,missing,
2001,Volkswagen,NEW Beetle,missing,
2002,Volkswagen,NEW Beetle,missing,
2003,Volkswagen,NEW Beetle,missing,
2004,Volkswagen,NEW Beetle,missing,
2005,Volkswagen,NEW Beetle,missing,
2006,Volkswagen,NEW Beetle,missing,
2007,Volkswagen,NEW Beetle,missing,
2008,Volkswagen,NEW Beetle,missing,
2009,Volkswagen,NEW Beetle,missing,
2010,Volkswagen,NEW Beetle,missing,
2004,Volkswagen,Phaeton,missing,
2005,Volkswagen,Phaeton,missing,
2006,Volkswagen,Phaeton,missing,
2004,Volkswagen,R32,missing,
2008,Volkswagen,R32,missing,
2006,Volkswagen,Rabbit,missing,
2007,Volkswagen,Rabbit,missing,
2008,Volkswagen,Rabbit,missing,
2009,Volkswagen,Rabbit,missing,
2009,Volkswagen,Routan,missing,
2010,Volkswagen,Routan,missing,
2011,Volkswagen,Routan,missing,
2012,Volkswagen,Routan,missing,
2017,Volkswagen,Tiguan Limited,missing,
2018,Volkswagen,Tiguan Limited,missing,
2004,Volkswagen,Touareg,missing,
2005,Volkswagen,Touareg,missing,
2006,Volkswagen,Touareg,missing,
2007,Volkswagen,Touareg,missing,
2008,Volkswagen,Touareg 2,missing,
2009,Volkswagen,Touareg 2,missing,
2011,Volkswagen,Touareg Hybrid,missing,
2012,Volkswagen,Touareg Hybrid,missing,
2013,Volkswagen,Touareg Hybrid,missing,
2014,Volkswagen,Touareg Hybrid,missing,
2015,Volkswagen,Touareg Hybrid,missing,
2022,Volvo,C40 Recharge Pure Electric,missing,
2023,Volvo,C40 Recharge Pure Electric,missing,
2024,Volvo,C40 Recharge Pure Electric,missing,
2000,Volvo,C70,missing,
2001,Volvo,C70,missing,
2002,Volvo,C70,missing,
2003,Volvo,C70,missing,
2004,Volvo,C70,missing,
2008,Volvo,C70,missing,
2025,Volvo,Ec40,missing,
2025,Volvo,Ex30,missing,
2025,Volvo,Ex40,missing,
2025,Volvo,Ex90,missing,
2000,Volvo,S40,missing,
2001,Volvo,S40,missing,
2002,Volvo,S40,missing,
2003,Volvo,S40,missing,
2001,Volvo,S60,missing,
2002,Volvo,S60,missing,
2003,Volvo,S60,missing,
2016,Volvo,S60 Cross Country,missing,
2017,Volvo,S60 Cross Country,missing,
2018,Volvo,S60 Cross Country,missing,
2019,Volvo,S60 Hybrid,missing,
2020,Volvo,S60 Hybrid,missing,
2016,Volvo,S60 Inscription,missing,
2017,Volvo,S60 Inscription,missing,
2018,Volvo,S60 Inscription,missing,
2025,Volvo,S60 Plug IN Hybrid,missing,
2021,Volvo,S60 Recharge Plug IN Hybrid,missing,
2022,Volvo,S60 Recharge Plug IN Hybrid,missing,
2023,Volvo,S60 Recharge Plug IN Hybrid,missing,
2024,Volvo,S60 Recharge Plug IN Hybrid,missing,
2000,Volvo,S70,missing,
2000,Volvo,S80,missing,
2001,Volvo,S80,missing,
2002,Volvo,S80,missing,
2003,Volvo,S80,missing,
2017,Volvo,S90,missing,
2018,Volvo,S90,missing,
2019,Volvo,S90,missing,
2020,Volvo,S90,missing,
2025,Volvo,S90,missing,
2018,Volvo,S90 Hybrid,missing,
2019,Volvo,S90 Hybrid,missing,
2020,Volvo,S90 Hybrid,missing,
2025,Volvo,S90 Plug IN Hybrid,missing,
2021,Volvo,S90 Recharge Plug IN Hybrid,missing,
2022,Volvo,S90 Recharge Plug IN Hybrid,missing,
2023,Volvo,S90 Recharge Plug IN Hybrid,missing,
2024,Volvo,S90 Recharge Plug IN Hybrid,missing,
2000,Volvo,V40,missing,
2001,Volvo,V40,missing,
2002,Volvo,V40,missing,
2003,Volvo,V40,missing,
2004,Volvo,V40,missing,
2015,Volvo,V60 Cross Country,missing,
2016,Volvo,V60 Cross Country,missing,
2017,Volvo,V60 Cross Country,missing,
2018,Volvo,V60 Cross Country,missing,
2020,Volvo,V60 Cross Country,missing,
2021,Volvo,V60 Cross Country,missing,
2022,Volvo,V60 Cross Country,missing,
2023,Volvo,V60 Cross Country,missing,
2024,Volvo,V60 Cross Country,missing,
2025,Volvo,V60 Cross Country,missing,
2020,Volvo,V60 Hybrid,missing,
2025,Volvo,V60 Plug IN Hybrid,missing,
2021,Volvo,V60 Recharge Plug IN Hybrid,missing,
2022,Volvo,V60 Recharge Plug IN Hybrid,missing,
2023,Volvo,V60 Recharge Plug IN Hybrid,missing,
2024,Volvo,V60 Recharge Plug IN Hybrid,missing,
2000,Volvo,V70,missing,
2001,Volvo,V70,missing,
2002,Volvo,V70,missing,
2003,Volvo,V70,missing,
2004,Volvo,V70,missing,
2018,Volvo,V90,missing,
2019,Volvo,V90,missing,
2020,Volvo,V90,missing,
2021,Volvo,V90,missing,
2017,Volvo,V90 Cross Country,missing,
2018,Volvo,V90 Cross Country,missing,
2019,Volvo,V90 Cross Country,missing,
2020,Volvo,V90 Cross Country,missing,
2021,Volvo,V90 Cross Country,missing,
2022,Volvo,V90 Cross Country,missing,
2023,Volvo,V90 Cross Country,missing,
2024,Volvo,V90 Cross Country,missing,
2025,Volvo,V90 Cross Country,missing,
2021,Volvo,Xc40 Recharge Pure Electric,missing,
2022,Volvo,Xc40 Recharge Pure Electric,missing,
2023,Volvo,Xc40 Recharge Pure Electric,missing,
2024,Volvo,Xc40 Recharge Pure Electric,missing,
2018,Volvo,Xc60 Hybrid,missing,
2019,Volvo,Xc60 Hybrid,missing,
2020,Volvo,Xc60 Hybrid,missing,
2025,Volvo,Xc60 Plug IN Hybrid,missing,
2021,Volvo,Xc60 Recharge Plug IN Hybrid,missing,
2022,Volvo,Xc60 Recharge Plug IN Hybrid,missing,
2023,Volvo,Xc60 Recharge Plug IN Hybrid,missing,
2024,Volvo,Xc60 Recharge Plug IN Hybrid,missing,
2003,Volvo,Xc70,missing,
2004,Volvo,Xc70,missing,
2005,Volvo,Xc70,missing,
2007,Volvo,Xc70,missing,
2008,Volvo,Xc70,missing,
2003,Volvo,Xc90,missing,
2004,Volvo,Xc90,missing,
2005,Volvo,Xc90,missing,
2006,Volvo,Xc90,missing,
2007,Volvo,Xc90,missing,
2008,Volvo,Xc90,missing,
2016,Volvo,Xc90 Hybrid,missing,
2017,Volvo,Xc90 Hybrid,missing,
2018,Volvo,Xc90 Hybrid,missing,
2019,Volvo,Xc90 Hybrid,missing,
2020,Volvo,Xc90 Hybrid,missing,
2025,Volvo,Xc90 Plug IN Hybrid,missing,
2021,Volvo,Xc90 Recharge Plug IN Hybrid,missing,
2022,Volvo,Xc90 Recharge Plug IN Hybrid,missing,
2023,Volvo,Xc90 Recharge Plug IN Hybrid,missing,
2024,Volvo,Xc90 Recharge Plug IN Hybrid,missing,
2023,Acura,RDX,mismatched,2022
2024,Acura,RDX,mismatched,2022
2023,Acura,TLX,mismatched,2022
2024,Acura,TLX,mismatched,2022
2018,Alfa Romeo,4C,mismatched,2019
2017,Alfa Romeo,Giulia,mismatched,2019
2018,Alfa Romeo,Giulia,mismatched,2019
2022,Alfa Romeo,Giulia,mismatched,2021
2024,Alfa Romeo,Tonale,mismatched,2023
2025,Audi,A3,mismatched,2024
2008,Audi,A4,mismatched,2015
2009,Audi,A4,mismatched,2015
2010,Audi,A4,mismatched,2015
2011,Audi,A4,mismatched,2015
2012,Audi,A4,mismatched,2015
2013,Audi,A4,mismatched,2015
2014,Audi,A4,mismatched,2015
2016,Audi,A4,mismatched,2021
2017,Audi,A4,mismatched,2021
2018,Audi,A4,mismatched,2021
2019,Audi,A4,mismatched,2021
2020,Audi,A4,mismatched,2021
2013,Audi,A5,mismatched,2015
2014,Audi,A5,mismatched,2015
2016,Audi,A5,mismatched,2015
2017,Audi,A5,mismatched,2015
2018,Audi,A5,mismatched,2015
2019,Audi,A5,mismatched,2021
2020,Audi,A5,mismatched,2021
2023,Audi,A5,mismatched,2022
2011,Audi,A6,mismatched,2017
2012,Audi,A6,mismatched,2017
2013,Audi,A6,mismatched,2017
2014,Audi,A6,mismatched,2017
2015,Audi,A6,mismatched,2017
2016,Audi,A6,mismatched,2017
2018,Audi,A6,mismatched,2021
2019,Audi,A6,mismatched,2021
2020,Audi,A6,mismatched,2021
2012,Audi,A7,mismatched,2017
2013,Audi,A7,mismatched,2017
2014,Audi,A7,mismatched,2017
2015,Audi,A7,mismatched,2017
2016,Audi,A7,mismatched,2017
2018,Audi,A7,mismatched,2021
2019,Audi,A7,mismatched,2021
2020,Audi,A7,mismatched,2021
2024,Audi,A7,mismatched,2023
2025,Audi,A7,mismatched,2023
2015,Audi,Q3,mismatched,2017
2016,Audi,Q3,mismatched,2017
2018,Audi,Q3,mismatched,2021
2019,Audi,Q3,mismatched,2021
2020,Audi,Q3,mismatched,2021
2025,Audi,Q3,mismatched,2024
2009,Audi,Q5,mismatched,2016
2010,Audi,Q5,mismatched,2016
2011,Audi,Q5,mismatched,2016
2012,Audi,Q5,mismatched,2016
2013,Audi,Q5,mismatched,2016
2014,Audi,Q5,mismatched,2016
2015,Audi,Q5,mismatched,2016
2017,Audi,Q5,mismatched,2021
2018,Audi,Q5,mismatched,2021
2019,Audi,Q5,mismatched,2021
2020,Audi,Q5,mismatched,2021
2025,Audi,Q5,mismatched,2024
2019,Audi,Q8,mismatched,2021
2020,Audi,Q8,mismatched,2021
2024,Audi,Q8,mismatched,2023
2010,Audi,TT,mismatched,2013
2011,Audi,TT,mismatched,2013
2012,Audi,TT,mismatched,2013
2014,Audi,TT,mismatched,2021
2015,Audi,TT,mismatched,2021
2016,Audi,TT,mismatched,2021
2017,Audi,TT,mismatched,2021
2018,Audi,TT,mismatched,2021
2019,Audi,TT,mismatched,2021
2020,Audi,TT,mismatched,2021
2022,Audi,TT,mismatched,2023
2024,BMW,X1,mismatched,2023
2018,BMW,X2,mismatched,2021
